duration,gross,num_voted_users,cast_total_facebook_likes,budget,title_year,imdb_score,movie_facebook_likes,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10,movie_title
3.0833333333333335,15.862532531169752,9.534774066797642,0.12796060345501445,6.718266253869969,0.36363636363636365,1.0,8.20625,0.5060871753778173,1.1684295704163095,0.9587649701151412,0.20719420905460464,0.25366748492126423,-0.1493233942971226,-0.06719112621137285,0.20732503688462792,0.5791480736438149,0.3094964067726449,Avatar 
2.7083333333333335,6.126669852806223,4.875958461970249,3.5295083248651604,8.6687306501548,0.18181818181818182,0.4285714285714282,-0.04375,0.3701024588401454,0.9727629666015593,0.8135578201116587,0.2208626168077395,0.01610316004922547,0.034174413541562976,-0.6103785751532039,0.4271965548897354,-0.0455734335185311,0.41800701758056463,Pirates of the Caribbean: At World's End 
1.8333333333333333,3.76706523482614,2.682840303115352,0.6646603611349957,6.96594427244582,0.9090909090909091,0.2142857142857141,21.20625,0.9773457844927314,0.7303929941856576,0.3041917962312463,0.38379983997179323,0.1852979744271367,0.025022877361006304,-0.03283559585689118,-0.04876178359996897,-0.707462484300641,-0.017487354011415684,Spectre 
2.5,9.120722128516185,12.432702778557395,8.095208317048385,7.120743034055727,0.6363636363636364,1.4285714285714282,40.95625,0.9176731530779129,0.3744322753365125,-0.1781976555426299,0.16724902504280012,0.28968702007808683,-0.20824305279466707,-0.16004928611710717,0.22430999922910527,-0.37770654137087084,-0.3894740723719067,The Dark Knight Rises 
1.1666666666666667,1.0257644576693792,1.9681167555430816,-0.10349409833502697,7.544891640866873,0.6363636363636364,0.07142857142857116,5.95625,0.5426496276660038,0.9614720623109062,0.7546632725734174,0.3260295754970693,0.35025677561769436,-0.5479109131209847,0.17352666167376946,-0.39679882473856254,0.26649688735403165,0.22332358622264878,John Carter 
2.1666666666666665,6.712117622246667,3.8861857984844232,3.3501133432345815,7.368421052631579,0.18181818181818182,-0.2142857142857141,-0.04375,0.09495095939530161,0.5815035425928526,0.6096594930971828,0.6274511614341772,0.8445499681477051,0.07395922212682848,-0.5100674998587118,-0.2936346495654186,-0.3122290188796389,0.28616812878567016,Spider-Man 3 
-0.16666666666666666,3.782887020561823,2.8954925624473757,-0.09075275541311655,7.430340557275541,0.45454545454545453,0.9285714285714282,7.20625,-1.0882852647087535,1.121644919741951,0.515083869219188,0.1903113403576147,-0.0649535461492646,1.3339745415570907,-0.17304674588192537,-0.01920729634948498,0.05047882074251352,-0.29255379435541473,Tangled 
1.5416666666666667,9.355127778239162,4.779960707269155,6.941530524505589,7.120743034055727,0.9090909090909091,0.7142857142857141,29.45625,0.542649627666004,0.9614720623109061,0.7546632725734173,0.32602957549706796,0.35025677561769636,-0.5479109131209801,0.17352666167377023,-0.39679882473855976,0.26649688735401755,0.22332358622265447,Avengers: Age of Ultron 
2.0416666666666665,5.965941917757887,3.198439517260735,4.3426874071757995,7.120743034055727,0.36363636363636365,0.7142857142857141,2.45625,0.028638391773769763,0.8601421673166485,0.7483274497786891,-0.5496848017945403,-0.46402926195368077,0.9661628210952573,-0.25727385937099906,-0.18874076359997766,0.09539112980495221,0.5550339915639824,Harry Potter and the Half-Blood Prince 
3.2916666666666665,6.576553290514979,3.758012910468706,1.6612991479715469,7.120743034055727,1.0,0.2857142857142859,49.20625,0.542649627666004,0.9614720623109061,0.7546632725734173,0.3260295754970674,0.35025677561769564,-0.5479109131209792,0.17352666167376898,-0.39679882473856565,0.266496887354036,0.22332358622265305,Batman v Superman: Dawn of Justice 
2.7083333333333335,3.7669623514676815,2.2846140892506317,2.094426639568514,5.851393188854489,0.09090909090909091,-0.2857142857142859,-0.04375,0.542649627666004,0.9614720623109061,0.7546632725734175,0.32602957549706757,0.35025677561769564,-0.5479109131209802,0.1735266616737708,-0.3967988247385653,0.26649688735403204,0.22332358622265042,Superman Returns 
0.08333333333333333,3.0827787157014463,3.2993544765646927,-0.09176893613694989,5.572755417956657,0.2727272727272727,0.14285714285714296,-0.04375,0.4066649111283341,0.7658054584961557,0.6094561225699275,0.33969798325021244,0.11269245074567678,-0.3644131052822515,-0.36966078726806323,-0.1769273067334473,-0.35822461980835896,0.33183419703059325,Quantum of Solace 
1.9583333333333333,8.5790464475954,5.446488913836655,3.5401391385914174,6.3467492260061915,0.09090909090909091,0.5714285714285712,1.20625,0.3701024588401448,0.9727629666015569,0.8135578201116662,0.22086261680773203,0.016103160049244933,0.03417441354158326,-0.6103785751532311,0.4271965548897229,-0.04557343351853127,0.41800701758055864,Pirates of the Caribbean: Dead Man's Chest 
1.9166666666666667,1.3760735739248549,1.6266966039854056,3.326819354334402,6.037151702786378,0.7272727272727273,0.0,11.95625,0.4084725317121772,0.7628130214656217,0.6313927821927443,0.35450852387941767,0.11327533330296935,-0.38369040677845706,-0.4037158845588096,-0.2018883381182089,-0.3868009428866621,0.364125921277757,The Lone Ranger 
1.625,5.729929284795122,5.7443614931237725,1.352145704682248,6.3467492260061915,0.7272727272727273,0.5,29.45625,0.5060871753778146,1.1684295704163068,0.958764970115156,0.2071942090545871,0.25366748492126384,-0.1493233942971457,-0.06719112621139696,0.20732503688460585,0.579148073643858,0.30949640677261936,Man of Steel 
1.9166666666666667,2.5053541432101816,1.268908223407241,1.5242710857500195,6.3467492260061915,0.2727272727272727,0.07142857142857116,-0.04375,0.2311597952974308,1.1786407769129283,0.9943204156572769,0.20825566913921026,-0.283494168405578,0.4007825086433222,-0.5588714522903349,0.3257902693035761,0.08523016218961474,-0.0204214597368291,The Chronicles of Narnia: Prince Caspian 
2.875,12.900857974260989,10.760830760595004,6.6051747049167515,6.191950464396285,0.6363636363636364,1.1428571428571423,30.70625,0.542649627666004,0.9614720623109061,0.7546632725734174,0.3260295754970675,0.3502567756176957,-0.5479109131209805,0.17352666167377034,-0.3967988247385646,0.2664968873540304,0.22332358622265272,The Avengers 
1.3333333333333333,4.651721831887513,3.747516138085883,3.9776440240756665,7.120743034055727,0.5454545454545454,0.14285714285714296,14.45625,0.3701024588401448,0.9727629666015569,0.8135578201116662,0.22086261680773203,0.016103160049244905,0.034174413541583286,-0.6103785751532311,0.4271965548897225,-0.04557343351853092,0.41800701758055864,Pirates of the Caribbean: On Stranger Tides 
0.08333333333333333,3.312683785030197,2.596239124333427,0.7328226373798171,6.3467492260061915,0.6363636363636364,0.2142857142857141,9.95625,-0.18450724291533338,1.6521686215756575,0.6693688380958275,0.4501906739603366,-0.18796904167245368,0.17490843020061986,0.39049582926432325,0.36054824437049726,0.5883190202066347,-0.022805592516335866,Men in Black 3 
2.5,4.954835910647432,3.5625484142576482,0.4654889392636598,7.120743034055727,0.8181818181818182,0.7142857142857141,16.20625,0.011672300756472133,0.6898541883486443,0.6823175291624557,-0.32979668916324567,-0.1753928051001845,0.3215999268252762,-0.5092853238860654,0.045745474659188906,-0.07426192169516135,0.38167411600395135,The Hobbit: The Battle of the Five Armies 
